,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
443,444,120,3,53.0,3922,1,3,3,0,4,0,0,2,2,4,2,7,5,2006,2007,1,1,14,15,1,72.0,2,4,2,0,3,0,5,0,5,0,1258,1258,0,0,1,4,1258,0,0,1258,0,0,2,0,2,1,2,6,5,1,1,2007.0,0,3,648,4,4,2,144,16,0,0,0,0,6,2007,6,5,172500
444,445,60,3,70.0,8750,1,3,3,0,4,0,5,2,2,0,5,7,5,1994,1995,1,1,12,13,2,0.0,2,2,2,2,3,3,2,642,5,0,273,915,0,0,1,4,933,975,0,1908,1,0,2,1,4,1,2,8,5,1,1,1994.0,2,2,493,4,4,2,144,133,0,0,0,0,7,2008,8,4,210000
445,446,20,3,73.0,9855,1,3,3,0,0,0,7,2,2,0,2,6,5,1956,1956,3,1,13,14,2,0.0,3,4,1,3,3,3,5,0,5,0,1436,1436,0,1,1,4,1689,0,0,1689,0,0,1,0,3,1,3,7,5,1,1,1956.0,2,2,480,4,4,2,0,0,0,0,0,0,11,2009,0,4,127500
446,447,20,3,137.0,16492,1,0,3,0,0,0,12,3,2,0,2,6,6,1966,2002,1,1,3,10,2,0.0,2,4,1,3,3,3,0,247,4,713,557,1517,0,0,1,4,1888,0,0,1888,0,0,2,1,2,1,2,6,4,1,1,1966.0,0,2,578,4,4,2,0,0,0,0,0,0,6,2010,8,4,190000
448,449,50,4,50.0,8600,1,3,0,0,4,0,9,2,2,0,0,6,6,1937,1950,1,1,8,8,2,0.0,3,4,0,3,3,3,5,0,5,0,780,780,0,4,1,4,780,596,0,1376,0,0,2,0,3,1,3,7,5,1,5,1937.0,2,1,198,4,4,0,0,0,0,0,0,0,6,2006,8,4,119500
449,450,50,4,50.0,6000,1,3,3,0,4,0,17,2,2,0,0,3,7,1948,2002,1,1,8,8,2,0.0,3,2,1,3,3,3,0,331,5,0,318,649,0,0,1,4,679,504,0,1183,0,0,1,1,2,1,3,6,5,0,5,1981.0,2,1,308,4,4,2,0,176,0,0,0,0,6,2007,8,4,120000
450,451,30,4,70.0,5684,1,3,3,0,4,0,17,2,2,0,2,6,8,1930,2005,3,1,13,14,2,0.0,3,4,0,3,3,3,5,0,5,0,813,813,0,0,1,0,813,0,0,813,0,0,1,0,2,1,2,5,5,0,5,1932.0,2,1,270,1,1,0,0,113,0,0,0,0,6,2006,8,4,110000
451,452,20,3,62.0,70761,1,0,2,0,4,1,4,2,2,0,2,7,5,1975,1975,1,6,9,10,2,0.0,3,4,1,2,3,1,0,655,5,0,878,1533,0,4,1,4,1533,0,0,1533,1,0,2,0,2,1,2,5,5,2,1,1975.0,2,2,576,4,4,2,200,54,0,0,0,0,12,2006,8,4,280000
453,454,60,1,75.0,9000,1,3,3,0,4,0,21,2,2,0,5,8,5,2008,2008,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,768,768,0,0,1,4,786,804,0,1590,0,0,2,1,3,1,2,6,5,0,1,2008.0,1,2,676,4,4,2,0,30,0,0,0,0,6,2009,8,4,210000
454,455,90,3,63.0,9297,1,3,3,0,4,0,11,2,2,2,2,5,5,1976,1976,1,1,9,10,2,0.0,3,4,1,3,3,3,0,1606,5,0,122,1728,0,4,1,4,1728,0,0,1728,2,0,2,0,4,2,3,8,5,0,5,1976.0,2,2,560,4,4,2,0,0,0,0,0,0,7,2006,8,3,188000
455,456,20,3,80.0,9600,1,3,3,0,4,0,14,2,2,0,2,7,6,1973,1973,3,1,6,6,1,320.0,3,4,1,3,3,3,0,916,5,0,326,1242,0,1,1,4,1242,0,0,1242,0,0,1,1,3,1,3,6,5,1,1,1973.0,2,2,528,4,4,2,0,0,0,0,0,0,9,2007,8,4,175500
456,457,70,4,34.0,4571,1,3,3,0,4,0,17,2,2,0,5,5,5,1916,1950,1,1,0,0,2,0.0,3,4,0,3,3,3,5,0,5,0,624,624,0,1,0,4,624,720,0,1344,0,0,1,0,4,1,3,7,5,0,5,1916.0,2,3,513,1,1,2,0,0,96,0,0,0,5,2008,0,0,98000
460,461,60,1,75.0,8004,1,0,3,0,4,0,21,6,2,0,5,8,5,2009,2009,1,1,12,13,3,110.0,2,4,2,2,3,3,2,544,5,0,288,832,0,0,1,4,832,1103,0,1935,1,0,2,1,3,1,3,8,5,0,3,2009.0,0,2,552,4,4,2,0,150,0,0,0,0,12,2009,6,5,263435
461,462,70,3,60.0,7200,1,3,3,0,4,0,18,1,2,0,5,7,9,1936,2007,1,1,13,14,2,0.0,2,2,2,2,1,3,0,350,1,210,0,560,0,0,1,4,575,560,0,1135,1,0,1,0,3,1,2,6,5,0,5,1971.0,1,2,576,4,4,2,256,0,0,0,0,0,4,2009,8,4,155000
462,463,20,3,60.0,8281,1,0,3,0,4,0,19,2,2,0,2,5,5,1965,1965,1,1,8,8,2,0.0,3,4,1,3,3,3,4,553,1,311,0,864,0,2,1,4,864,0,0,864,0,0,1,0,3,1,3,5,5,1,5,1965.0,2,1,360,4,4,2,0,0,236,0,0,0,12,2009,8,4,62383
463,464,70,3,74.0,11988,1,0,1,0,4,1,6,2,2,0,5,6,7,1934,1995,3,1,11,12,2,0.0,3,4,1,3,3,3,3,326,5,0,389,715,0,1,1,0,849,811,0,1660,0,0,1,1,3,1,3,6,5,1,5,1939.0,2,1,240,4,4,2,0,0,0,0,0,0,8,2008,8,4,188700
464,465,20,3,60.0,8430,1,3,1,0,4,1,5,2,2,0,2,5,5,1978,1978,1,1,6,6,1,136.0,3,4,1,2,3,3,4,616,5,0,424,1040,0,4,1,4,1040,0,0,1040,0,0,2,0,3,1,3,5,5,0,6,1978.5430346051464,3,0,0,5,5,2,0,0,0,0,0,0,8,2009,8,4,124000
466,467,20,3,85.0,10628,1,3,3,0,4,0,12,2,2,0,2,7,5,1970,1970,0,4,9,10,2,0.0,3,2,1,3,1,1,2,778,5,0,499,1277,0,4,1,4,1277,0,0,1277,1,0,1,0,2,1,3,5,5,1,1,1970.0,2,2,526,4,4,2,0,0,0,0,176,0,4,2007,8,4,167000
467,468,70,3,79.0,9480,1,3,3,0,4,0,12,0,2,0,5,5,7,1942,1995,1,1,8,8,3,224.0,3,4,1,3,3,3,3,386,5,0,342,728,0,0,1,4,888,756,0,1644,0,0,1,1,3,1,2,7,5,2,1,1942.0,2,1,312,4,4,2,168,0,0,0,0,0,6,2007,8,4,146500
468,469,20,3,98.0,11428,1,0,3,0,4,0,16,2,2,0,2,8,5,2006,2006,1,1,12,13,3,248.0,2,4,2,2,3,3,5,0,5,0,1626,1626,0,0,1,4,1634,0,0,1634,0,0,2,0,3,1,2,7,5,1,1,2006.0,1,3,866,4,4,2,0,44,0,0,0,0,5,2007,8,4,250000
469,470,60,3,76.0,9291,1,0,3,0,0,0,20,7,2,0,5,6,5,1993,1993,1,1,6,6,1,120.0,2,4,2,2,3,3,2,426,5,0,406,832,0,0,1,4,832,878,0,1710,0,0,2,1,3,1,2,7,5,0,1,1993.0,1,2,506,4,4,2,144,70,0,0,0,0,6,2008,8,4,187000
471,472,60,3,92.0,11952,1,3,3,0,4,0,14,3,2,0,5,7,6,1977,1977,4,5,14,10,2,0.0,3,4,1,2,3,3,5,0,5,0,808,808,0,4,1,4,1161,808,0,1969,0,0,2,1,3,1,3,8,5,1,1,1977.0,1,2,534,4,4,2,0,0,0,0,276,0,11,2007,8,4,190000
472,473,180,4,35.0,3675,1,3,3,0,4,0,7,2,2,4,7,6,5,2005,2005,1,1,12,13,1,80.0,3,4,2,2,3,1,2,459,5,0,88,547,0,0,1,4,1072,0,0,1072,1,0,1,0,2,1,3,5,5,0,2,2005.0,1,2,525,4,4,2,0,28,0,0,0,0,6,2008,8,4,148000
473,474,20,3,110.0,14977,1,0,3,0,4,0,16,2,2,0,2,8,5,2006,2007,1,1,12,13,1,304.0,2,4,2,0,3,1,2,1350,5,0,626,1976,0,0,1,4,1976,0,0,1976,1,0,2,0,2,1,2,7,5,1,1,2006.0,1,3,908,4,4,2,250,63,0,0,0,0,7,2007,6,5,440000
474,475,120,3,41.0,5330,1,3,3,0,4,0,22,2,2,4,2,8,5,2000,2000,1,1,5,5,2,0.0,2,4,2,2,3,0,2,1196,5,0,298,1494,0,0,1,4,1652,0,0,1652,1,0,2,0,2,1,0,6,5,0,1,2000.0,1,2,499,4,4,2,96,48,0,0,0,0,8,2007,8,4,251000
475,476,20,3,80.0,8480,1,3,3,0,0,0,19,2,2,0,2,5,6,1963,1963,3,1,6,6,2,0.0,3,4,1,3,3,3,2,630,5,0,340,970,0,4,1,4,970,0,0,970,1,0,1,0,2,1,3,5,5,0,5,1996.0,2,2,624,4,4,2,0,24,0,0,192,0,7,2007,8,4,132500
476,477,20,3,75.0,13125,1,3,3,0,4,1,5,2,2,0,2,6,5,1997,1998,1,1,12,13,1,215.0,3,4,2,2,3,1,2,994,5,0,484,1478,0,0,1,4,1493,0,0,1493,1,0,2,0,3,1,2,7,5,1,1,1997.0,0,2,508,4,4,2,140,39,0,0,0,0,4,2008,8,4,208900
477,478,60,3,105.0,13693,1,3,3,0,4,0,16,2,2,0,5,9,5,2006,2006,3,1,12,13,1,772.0,0,4,2,2,3,0,5,0,5,0,2153,2153,0,0,1,4,2069,574,0,2643,0,0,2,1,3,1,0,9,5,1,3,2006.0,0,3,694,4,4,2,414,84,0,0,0,0,3,2007,8,4,380000
478,479,20,3,79.0,10637,1,3,3,0,4,0,5,2,2,0,2,8,5,2007,2008,3,1,12,13,3,336.0,2,4,2,0,3,1,2,1288,5,0,417,1705,0,0,1,4,1718,0,0,1718,1,0,2,0,3,1,2,7,5,1,1,2007.0,1,3,826,4,4,2,208,44,0,0,0,0,9,2009,8,4,297000
479,480,30,4,50.0,5925,1,3,0,0,4,0,17,2,2,0,2,4,7,1937,2000,3,1,11,12,0,435.0,3,4,0,1,3,3,4,168,5,0,739,907,0,4,1,4,1131,0,0,1131,0,0,1,0,2,1,3,7,5,0,5,1995.0,2,2,672,4,4,2,0,72,0,0,0,0,3,2007,8,2,89471
480,481,20,3,98.0,16033,1,0,3,0,2,0,16,2,2,0,2,9,5,2004,2005,3,1,12,13,1,378.0,2,4,2,0,3,1,2,1261,5,0,572,1833,0,0,1,4,1850,0,0,1850,1,0,2,0,3,1,2,8,5,1,1,2004.0,0,3,772,4,4,2,519,112,0,0,0,0,3,2006,8,4,326000
481,482,20,3,72.0,11846,1,0,1,0,4,0,16,2,2,0,2,9,5,2003,2004,3,1,12,13,1,562.0,2,4,2,0,3,1,2,1567,5,0,225,1792,0,0,1,4,1792,0,0,1792,1,0,2,0,2,1,0,6,5,1,1,2003.0,0,3,874,4,4,2,206,49,0,0,0,0,8,2006,8,4,374000
482,483,70,4,50.0,2500,1,3,3,0,0,0,17,2,2,0,5,7,8,1915,2005,1,1,11,12,2,0.0,2,4,2,3,3,3,0,299,5,0,611,910,0,0,1,4,916,910,0,1826,1,0,1,1,4,1,0,7,3,1,1,1915.0,2,1,164,1,1,2,0,0,0,0,0,0,6,2009,8,4,155000
483,484,120,4,32.0,4500,1,3,3,0,2,0,11,2,2,3,2,6,5,1998,1998,3,1,12,13,1,116.0,3,4,2,0,3,3,2,897,5,0,319,1216,0,0,1,4,1216,0,0,1216,1,0,2,0,2,1,3,5,5,0,1,1998.0,2,2,402,4,4,2,0,125,0,0,0,0,5,2006,8,4,164000
485,486,20,3,80.0,9600,1,3,3,0,4,0,12,2,2,0,2,5,7,1950,2007,1,1,8,8,2,0.0,2,4,1,3,3,3,0,607,5,0,506,1113,0,2,1,4,1113,0,0,1113,0,0,1,0,3,1,2,5,5,1,1,1950.0,2,1,264,4,4,2,0,80,120,0,0,0,7,2009,8,4,147000
486,487,20,3,79.0,10289,1,3,3,0,4,0,12,2,2,0,2,5,7,1965,1965,3,1,8,8,1,168.0,3,4,1,3,3,3,0,836,5,0,237,1073,0,4,1,4,1073,0,0,1073,1,0,1,1,3,1,3,6,5,0,1,1965.0,1,2,515,4,4,2,0,0,0,0,0,0,6,2007,8,4,156000
487,488,20,3,70.0,12243,1,0,3,0,4,0,14,2,2,0,2,5,6,1971,1971,1,1,9,10,2,0.0,3,4,1,2,3,0,0,998,5,0,486,1484,0,2,1,4,1484,0,0,1484,0,0,2,0,3,1,3,7,5,1,1,1971.0,2,2,487,4,4,2,224,0,0,0,180,0,2,2007,8,4,175000
488,489,190,3,60.0,10800,1,3,3,0,0,0,17,2,2,1,0,5,4,1900,1970,1,1,13,14,2,0.0,3,1,1,3,0,3,1,664,5,0,290,954,0,4,0,0,1766,648,0,2414,0,0,2,0,3,2,3,10,4,1,1,1970.0,2,2,520,4,1,0,142,0,0,0,0,0,5,2006,3,4,160000
489,490,180,4,21.0,1526,1,3,3,0,4,0,10,2,2,3,6,4,8,1970,2002,1,1,5,5,2,0.0,3,2,1,2,3,0,2,515,5,0,115,630,0,4,1,4,630,0,0,630,1,0,1,0,1,1,2,3,5,0,1,1970.0,2,1,286,4,4,2,0,0,0,0,0,0,5,2009,8,4,86000
491,492,50,3,79.0,9490,1,3,3,0,4,0,12,0,2,0,0,6,7,1941,1950,1,1,13,14,2,0.0,3,4,1,3,3,3,1,403,4,165,238,806,0,4,1,0,958,620,0,1578,1,0,1,0,3,1,1,5,5,2,1,1941.0,2,1,240,4,4,2,0,0,32,0,0,0,8,2006,8,4,133000
492,493,60,3,105.0,15578,1,0,3,0,0,0,8,2,2,0,5,6,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,728,728,0,2,1,4,728,728,0,1456,0,0,2,1,3,1,3,8,5,0,1,2006.0,1,2,429,4,4,2,0,0,0,0,0,0,5,2006,6,5,172785
493,494,20,3,70.0,7931,1,3,3,0,4,0,12,2,2,0,2,5,6,1960,1960,1,1,3,14,2,0.0,3,4,1,3,3,3,1,374,3,532,363,1269,0,4,1,0,1269,0,0,1269,0,0,1,1,3,1,3,6,5,1,5,1964.0,2,1,308,4,4,2,0,0,0,0,0,0,6,2008,8,4,155000
494,495,30,4,50.0,5784,1,3,3,0,4,0,17,0,2,0,2,5,8,1938,1996,1,1,8,8,2,0.0,3,4,0,1,3,3,5,0,5,0,190,190,0,2,1,0,886,0,0,886,0,0,1,0,2,1,3,4,5,0,1,1938.0,2,1,273,4,4,2,144,20,80,0,0,0,12,2009,8,4,91300
495,496,30,0,60.0,7879,1,3,3,0,4,0,9,2,2,0,2,4,5,1920,1950,1,1,13,14,2,0.0,3,4,1,3,3,3,4,495,5,0,225,720,0,4,0,0,720,0,0,720,0,0,1,0,2,1,3,4,5,0,6,1978.5430346051464,3,0,0,5,5,0,0,523,115,0,0,0,11,2009,8,0,34900
497,498,50,3,60.0,9120,1,3,3,0,4,0,3,2,2,0,0,7,6,1925,1950,1,1,13,14,2,0.0,3,2,2,3,3,3,4,329,5,0,697,1026,0,0,1,4,1133,687,0,1820,1,0,2,0,4,1,3,8,5,0,5,1925.0,2,1,240,4,4,0,0,100,0,0,0,0,6,2008,8,4,184000
498,499,20,3,65.0,7800,1,3,3,0,4,0,19,2,2,0,2,5,7,1967,2004,3,1,6,6,1,89.0,3,4,2,3,3,3,0,450,5,0,414,864,0,0,1,4,899,0,0,899,0,0,1,0,3,1,2,5,5,0,1,1967.0,0,1,288,4,4,2,64,0,0,0,0,0,6,2009,8,4,130000
499,500,20,3,70.0,7535,1,0,3,0,4,0,12,2,2,0,2,5,7,1958,1985,1,1,8,8,2,0.0,3,4,1,3,3,3,1,111,3,279,522,912,0,1,1,4,912,0,0,912,0,1,1,0,2,1,3,5,5,0,1,1958.0,0,1,297,4,4,2,12,285,0,0,0,480,6,2007,8,4,120000
500,501,160,4,21.0,1890,1,3,3,0,4,0,2,2,2,3,5,6,5,1973,1973,1,1,6,6,1,285.0,3,4,1,3,3,3,1,356,5,0,316,672,0,4,1,4,672,546,0,1218,0,0,1,1,3,1,3,7,5,0,5,1973.0,2,1,264,4,4,2,144,28,0,0,0,0,5,2007,8,4,113000
501,502,60,1,75.0,9803,1,3,3,0,4,0,21,2,2,0,5,7,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,3,3,2,400,5,0,466,866,0,2,1,4,866,902,0,1768,0,0,2,1,3,1,2,7,5,0,1,2005.0,1,2,603,4,4,2,0,108,0,0,0,0,2,2008,8,4,226700
502,503,20,3,70.0,9170,1,3,3,0,0,0,7,1,2,0,2,5,7,1965,1965,3,1,8,8,2,0.0,3,4,1,3,3,3,0,698,2,96,420,1214,0,0,1,4,1214,0,0,1214,1,0,1,0,2,1,3,6,5,0,5,1965.0,2,2,461,1,1,2,0,0,184,0,0,400,4,2007,8,4,140000
503,504,20,3,100.0,15602,1,0,3,0,4,0,6,2,2,0,2,7,8,1959,1997,1,1,3,14,2,0.0,3,4,1,3,3,3,0,1247,5,0,254,1501,0,4,1,4,1801,0,0,1801,1,0,2,0,1,1,3,6,5,2,1,1959.0,0,2,484,4,4,2,0,54,0,0,161,0,3,2010,8,4,289000
504,505,160,3,24.0,2308,1,3,3,0,4,0,13,2,2,4,5,6,5,1974,1974,1,1,9,2,2,0.0,3,4,1,3,3,3,0,257,4,495,103,855,0,4,1,4,855,467,0,1322,0,1,2,1,3,1,3,6,5,1,1,1974.0,2,2,440,4,4,2,260,0,0,0,0,0,6,2009,8,4,147000
505,506,90,4,60.0,7596,1,3,3,0,4,0,17,0,2,2,5,5,5,1952,1952,3,1,13,14,1,360.0,3,4,1,3,3,3,5,0,5,0,960,960,0,2,1,4,960,1000,0,1960,0,0,2,0,4,2,3,10,5,0,5,1952.0,2,2,400,4,4,0,0,0,0,0,0,0,7,2009,0,4,124500
506,507,60,3,80.0,9554,1,0,3,0,4,0,20,2,2,0,5,8,5,1993,1994,1,1,12,13,1,125.0,2,4,2,2,3,3,2,380,5,0,397,777,0,0,1,4,1065,846,0,1911,0,0,2,1,3,1,2,8,5,1,1,1993.0,1,2,471,4,4,2,182,81,0,0,0,0,9,2006,8,4,215000
507,508,20,1,75.0,7862,1,0,3,0,4,0,21,2,2,0,2,6,5,2009,2009,1,1,12,13,2,0.0,2,4,2,2,3,3,2,27,5,0,1191,1218,0,0,1,4,1218,0,0,1218,0,0,2,0,2,1,2,4,5,0,1,2009.0,0,2,676,4,4,2,0,102,0,0,0,0,9,2009,6,5,208300
508,509,70,4,60.0,9600,1,3,3,0,4,0,17,2,2,0,5,7,9,1928,2005,2,1,8,8,2,0.0,3,0,0,3,3,3,4,141,5,0,548,689,0,0,1,4,689,689,0,1378,0,0,2,0,3,1,2,7,5,1,5,1928.0,2,2,360,4,4,0,0,0,116,0,0,0,10,2008,8,4,161000
509,510,20,3,80.0,9600,1,3,3,0,0,0,12,2,2,0,2,5,6,1959,1959,1,1,8,8,1,132.0,3,4,1,3,3,3,0,991,5,0,50,1041,0,0,1,4,1041,0,0,1041,1,0,1,0,3,1,3,6,5,0,1,1959.0,1,1,270,4,4,2,224,88,0,0,0,0,7,2009,8,4,124500
510,511,20,3,75.0,14559,1,3,3,0,4,0,12,2,2,0,2,5,7,1951,2000,3,1,13,14,0,70.0,2,4,1,3,3,3,1,650,4,180,178,1008,0,0,1,4,1363,0,0,1363,1,0,1,0,2,1,3,6,2,2,4,1951.0,2,1,288,4,4,2,324,42,0,0,168,2000,6,2009,8,4,164900
511,512,120,3,40.0,6792,1,0,3,0,4,0,16,2,2,4,2,7,5,2005,2006,1,1,12,13,3,94.0,2,4,2,2,3,3,5,0,5,0,1368,1368,0,0,1,4,1368,0,0,1368,0,0,2,0,2,1,2,6,5,1,1,2005.0,1,2,474,4,4,2,132,35,0,0,0,0,3,2006,6,5,202665
512,513,20,3,70.0,9100,1,3,3,0,0,0,12,1,2,0,2,5,5,1958,1958,1,1,12,13,2,0.0,3,4,1,3,3,3,1,521,3,174,169,864,0,4,1,4,864,0,0,864,1,0,1,0,3,1,3,5,5,0,5,1964.0,2,2,624,4,4,2,0,0,0,0,0,0,7,2006,8,4,129900
513,514,20,3,71.0,9187,1,3,0,0,0,0,11,2,2,0,2,6,5,1983,1983,1,1,12,13,2,0.0,3,2,2,3,3,3,0,336,5,0,748,1084,0,4,1,4,1080,0,0,1080,0,0,1,1,3,1,3,5,5,0,1,1983.0,2,2,484,4,4,2,120,0,158,0,0,0,6,2007,8,4,134000
514,515,45,3,55.0,10594,1,3,3,0,4,0,6,2,2,0,1,5,5,1926,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,5,0,5,0,768,768,2,1,0,4,789,0,0,789,0,0,1,0,2,1,3,5,5,0,5,1926.0,2,1,200,3,3,2,0,0,112,0,0,0,6,2007,8,4,96500
515,516,20,3,94.0,12220,1,3,3,0,4,0,16,2,2,0,2,10,5,2009,2009,3,1,5,5,1,305.0,0,4,1,0,3,3,2,1436,5,0,570,2006,0,0,1,4,2020,0,0,2020,1,0,2,1,3,1,0,9,5,1,1,2009.0,0,3,900,4,4,2,156,54,0,0,0,0,9,2009,6,5,402861
517,518,60,3,79.0,10208,1,0,3,0,4,0,15,2,2,0,5,7,5,1996,1997,1,1,12,13,1,921.0,2,4,2,2,3,3,5,0,5,0,1264,1264,0,0,1,4,1277,1067,0,2344,0,0,2,1,3,1,2,7,5,1,1,1996.0,1,3,889,4,4,2,220,0,0,0,0,0,7,2009,8,4,265000
519,520,70,3,53.0,10918,1,3,3,0,4,0,6,2,2,0,5,7,9,1926,2004,2,1,8,8,2,0.0,2,4,0,2,3,3,5,0,5,0,1276,1276,0,0,1,4,1276,804,0,2080,0,0,1,1,3,1,2,9,5,2,5,1926.0,2,1,282,4,4,2,0,0,0,0,145,0,6,2009,8,4,234000
520,521,190,3,60.0,10800,1,3,3,0,4,0,17,2,2,1,5,4,7,1900,2000,1,1,8,8,2,0.0,3,4,0,4,4,4,6,0,6,0,0,0,0,4,0,0,694,600,0,1294,0,0,2,0,3,2,3,7,5,0,6,1978.5430346051464,3,0,0,5,5,0,220,114,210,0,0,0,8,2008,8,4,106250
521,522,20,3,90.0,11988,1,0,3,0,0,0,12,1,2,0,2,6,6,1957,1957,1,1,12,13,2,0.0,3,4,1,3,3,3,4,777,5,0,467,1244,0,0,1,0,1244,0,0,1244,0,0,1,1,3,1,3,6,5,2,1,1957.0,2,1,336,4,4,2,0,40,0,0,0,0,5,2007,8,4,150000
522,523,50,4,50.0,5000,1,3,3,0,0,0,3,1,2,0,0,6,7,1947,1950,1,1,5,5,2,0.0,3,2,1,3,3,3,0,399,5,0,605,1004,0,0,1,4,1004,660,0,1664,0,0,2,0,3,1,3,7,5,2,5,1950.0,2,2,420,4,4,2,0,24,36,0,0,0,10,2006,8,4,159000
523,524,60,3,130.0,40094,1,0,0,0,4,0,7,4,4,0,5,10,5,2007,2008,3,1,5,5,3,762.0,0,4,2,0,3,1,2,2260,5,0,878,3138,0,0,1,4,3138,1538,0,4676,1,0,3,1,3,1,0,11,5,1,3,2007.0,0,3,884,4,4,2,208,406,0,0,0,0,10,2007,6,5,184750
524,525,60,3,95.0,11787,1,0,3,0,4,0,15,2,2,0,5,7,5,1996,1997,1,1,12,13,1,594.0,2,4,2,2,3,3,2,719,5,0,660,1379,0,0,1,4,1383,1015,0,2398,1,0,2,1,3,1,2,8,5,1,1,1996.0,0,3,834,4,4,2,239,60,0,0,0,0,8,2007,8,4,315750
525,526,20,1,62.0,7500,1,3,3,0,4,0,21,2,2,0,2,7,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,1257,1257,0,0,1,4,1266,0,0,1266,0,0,2,0,3,1,2,6,5,1,1,2005.0,2,2,453,4,4,2,38,144,0,0,0,0,4,2006,8,4,176000
526,527,20,3,70.0,13300,1,3,3,0,4,0,12,2,2,0,2,5,7,1956,2000,3,1,13,14,2,0.0,3,4,1,2,3,3,4,377,5,0,551,928,0,4,1,4,928,0,0,928,0,0,1,0,2,1,3,4,5,0,1,1956.0,2,1,252,4,4,2,261,0,156,0,0,0,6,2007,8,4,132000
527,528,60,3,67.0,14948,1,0,3,0,4,0,16,2,2,0,5,9,5,2008,2008,3,1,12,13,3,268.0,0,4,2,0,3,0,2,1330,5,0,122,1452,0,0,1,4,1476,1237,0,2713,1,0,2,1,3,1,0,11,5,1,1,2008.0,0,3,858,4,4,2,126,66,0,0,0,0,11,2008,6,5,446261
528,529,30,3,58.0,9098,1,0,3,0,4,0,7,2,2,0,2,4,7,1920,2002,1,1,13,14,2,0.0,3,4,0,3,3,2,0,348,5,0,180,528,0,0,1,4,605,0,0,605,1,0,1,0,2,1,3,5,5,0,6,1978.5430346051464,3,0,0,5,5,0,0,0,144,0,0,0,7,2007,8,4,86000
530,531,80,3,85.0,10200,1,3,3,0,4,0,23,2,2,0,7,6,5,1988,1989,1,1,6,6,1,219.0,2,4,1,2,3,0,2,783,5,0,678,1461,0,0,1,4,1509,0,0,1509,1,0,2,0,3,1,2,5,5,1,1,1988.0,1,2,600,4,4,2,224,0,0,0,0,0,8,2008,8,0,175000
531,532,70,4,60.0,6155,1,0,3,0,3,0,3,8,1,0,5,6,8,1920,1999,1,1,13,14,2,0.0,3,4,0,1,0,2,5,0,5,0,611,611,0,0,1,4,751,611,0,1362,0,0,2,0,3,1,3,6,5,0,5,1920.0,0,2,502,4,1,2,0,0,84,0,0,0,6,2008,8,4,128000
532,533,20,3,60.0,7200,1,3,3,0,4,0,12,2,2,0,2,5,7,1955,2007,1,1,12,13,2,0.0,3,4,3,4,4,4,6,0,6,0,0,0,0,0,1,4,827,0,0,827,0,0,1,0,2,1,3,5,4,1,5,1967.0,2,1,392,4,4,2,0,0,0,0,0,0,4,2010,8,4,107500
533,534,20,3,50.0,5000,1,3,2,0,4,1,3,2,2,0,2,1,3,1946,1950,1,1,12,13,2,0.0,1,1,3,4,4,4,6,0,6,0,0,0,0,1,0,1,334,0,0,334,0,0,1,0,1,1,1,2,5,0,6,1978.5430346051464,3,0,0,5,5,0,0,0,0,0,0,0,1,2007,8,4,39300
534,535,60,3,74.0,9056,1,0,3,0,4,0,8,2,2,0,5,8,5,2004,2004,1,1,12,13,2,0.0,2,4,2,0,1,0,5,0,5,0,707,707,0,0,1,4,707,707,0,1414,0,0,2,1,3,1,2,6,5,1,1,2004.0,0,2,403,4,4,2,100,35,0,0,0,0,10,2006,8,4,178000
535,536,190,3,70.0,7000,1,3,3,0,4,0,7,2,2,1,5,5,7,1910,1991,1,1,8,8,2,0.0,3,4,1,2,3,1,2,969,5,0,148,1117,0,4,1,4,820,527,0,1347,1,0,1,0,3,1,3,5,5,0,6,1978.5430346051464,3,0,0,5,5,0,85,0,148,0,0,0,1,2008,8,4,107500
